interview__key,r_invasive_spices__id,pest_severe,pest_rate,most_effective__1,most_effective__2,most_effective__3,most_effective__4,most_effective__5,most_effective__6,most_effective__7,most_effective__8,most_effective__9,most_effective__10,most_effective__11,most_effective__12,most_effective__13,most_effective__14,most_effective__15,most_effective__96,most_effective_oth,why_not_control__1,why_not_control__2,why_not_control__3,why_not_control__4,why_not_control__5,why_not_control__6,why_not_control__7,why_not_control__8,why_not_control__96,why_not_control_oth,who_control,days_control_pest,prp_problem__1,prp_problem__2,prp_problem__3,prp_problem__4,prp_problem__5,prp_problem__6,prp_problem__7,prp_problem__8,prp_problem__9,prp_problem__10,prp_problem__11,prp_problem__12,prp_problem__13,prp_problem__14,prp_problem__96,prp_problem_oth
"03-07-08-19","Pathenium","Severe infestation - large number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","No","No","No","No","No","Yes",,"No","No","No","No",,0,0,0,0,0,0,1,2,0,"",,"1-2 months (beginning and few times in the middle of cropping season)","No",,"No",,"No","No","No","No","Yes","No","No","No","No","No","No",
"72-39-10-40","Fall army worm","Moderate infestation - moderate number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,0,1,0,0,0,0,0,0,0,"",,"Only few days at the beginning of cropping season (less than a month)","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No",
"06-58-90-91","Fall army worm","Moderate infestation - moderate number of pests present","Average (25-50% plants damaged)","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1,2,3,0,0,0,0,0,0,"",,"Only few days at the beginning of cropping season (less than a month)","Yes","No",,"No",,"No","No","No","No","No","No","No","No","No","No",
"20-64-53-81","Fall army worm","Extremely infestation - overwhelming number of pests present","Very high (&gt;75% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,1,2,0,0,0,0,0,0,0,"",,"1-2 months (beginning and few times in the middle of cropping season)","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",
"64-24-49-94","Fall army worm","Extremely infestation - overwhelming number of pests present","Very high (&gt;75% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,1,0,2,0,0,0,0,0,0,"",,"1-2 months (beginning and few times in the middle of cropping season)","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",
"84-08-92-59","Fall army worm","Extremely infestation - overwhelming number of pests present","Very high (&gt;75% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,1,2,0,0,0,0,0,0,0,"",,"1-2 months (beginning and few times in the middle of cropping season)","No","No","No","No","No","No","No","No","No","Yes","No","No",,"No","No",
"80-92-01-63","Fall army worm","Not severe infestation - a small number of pests present","Low (&lt;25% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,1,0,0,0,0,0,0,0,0,"",,"Others, specify","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",
"39-04-13-87","Fall army worm","Moderate infestation - moderate number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No",,1,2,3,4,0,0,0,0,0,"",,"Only few days at the beginning of cropping season (less than a month)","Yes","No",,"No",,"No","No","No","No","No","No","No","No","No","No",
"39-04-13-87","Pathenium","Moderate infestation - moderate number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No",,1,2,3,4,0,0,0,0,0,"",,"Only few days at the beginning of cropping season (less than a month)","Yes","No",,"No","No","No","No","No",,"No","No","No","No","No","No",
"12-81-58-78","Fall army worm","Moderate infestation - moderate number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,0,0,0,0,0,0,0,1,0,"",,"Others, specify","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",
"07-91-23-12","Prosopis","Not severe infestation - a small number of pests present","Low (&lt;25% plants damaged)","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No",,0,0,0,0,0,0,1,0,0,"",,"Only few days at the beginning of cropping season (less than a month)","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No",
"46-43-23-18","Prosopis","Extremely infestation - overwhelming number of pests present","High (50-75% plants damaged)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes",,0,1,0,0,0,0,0,0,0,"",,"1-2 months (beginning and few times in the middle of cropping season)",,,"Yes","No","No","No","No","No","No","No","No","No","No","No","No",
"48-70-52-60","Fall army worm","Moderate infestation - moderate number of pests present","High (50-75% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,1,0,0,0,0,0,0,2,0,"",,"1-2 months (beginning and few times in the middle of cropping season)","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",
"48-70-52-60","Pathenium","Severe infestation - large number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,1,0,0,0,0,0,0,0,0,"",,"Only few days at the beginning of cropping season (less than a month)","No","No","No","No","No","No","No","No","Yes","No","No",,"No","No","No",
"48-70-52-60","Prosopis","Severe infestation - large number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,0,1,0,0,0,0,0,0,0,"",,"Every month of the cropping season","No",,"No","No","No","No","No","No",,"No","No","No","Yes","No","No",
"64-66-30-53","Fall army worm","Severe infestation - large number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,0,1,0,0,0,0,0,0,0,"",,"1-2 months (beginning and few times in the middle of cropping season)","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",
"64-66-30-53","Pathenium","Not severe infestation - a small number of pests present","Low (&lt;25% plants damaged)","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",,0,1,0,0,0,0,0,0,0,"",,"Every month of the cropping season","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No",
"64-66-30-53","Prosopis","Extremely infestation - overwhelming number of pests present","High (50-75% plants damaged)","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",,0,1,0,0,0,0,0,0,0,"",,"Every month of the cropping season",,"No","No","No","Yes","No","No",,"No","No","No","No","No","No","No",
"07-19-59-75","Prosopis","Extremely infestation - overwhelming number of pests present","Very high (&gt;75% plants damaged)","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",,1,0,0,0,0,0,2,0,0,"",,"Every month of the cropping season","No","Yes","No","No","No","No","No","No","No","No","No","No",,"No","No",
"03-69-84-05","Fall army worm","Extremely infestation - overwhelming number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,1,2,0,0,0,0,0,0,0,"",,"Others, specify","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",
"03-69-84-05","Pathenium","Extremely infestation - overwhelming number of pests present","High (50-75% plants damaged)","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No",,0,0,0,0,0,0,1,0,2,"already practicing",,"1-2 months (beginning and few times in the middle of cropping season)","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No",
"55-07-48-89","Fall army worm","Severe infestation - large number of pests present","High (50-75% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,1,0,0,0,0,0,2,0,0,"",,"Every month of the cropping season","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",
"55-07-48-89","Pathenium","Severe infestation - large number of pests present","High (50-75% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,1,0,0,0,0,0,0,0,0,"",,"1-2 months (beginning and few times in the middle of cropping season)","No","No","No","No","No","No","No","No",,"Yes","No","No","No","No","No",
"55-07-48-89","Prosopis","Severe infestation - large number of pests present","High (50-75% plants damaged)","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No",,1,0,0,0,0,0,2,0,0,"",,"Only few days at the beginning of cropping season (less than a month)",,"Yes",,"No","No","No","No","No","No","No","No","No","No","No","No",
"84-64-87-37","Fall army worm","Severe infestation - large number of pests present","High (50-75% plants damaged)","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No",,1,2,3,4,0,0,0,0,0,"",,"Only few days at the beginning of cropping season (less than a month)","Yes",,,"No","No","No","No","No","No","No","No","No","No","No","No",
"01-15-12-42","Fall army worm","Extremely infestation - overwhelming number of pests present","Very high (&gt;75% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,1,3,2,0,0,0,0,0,0,"",,"1-2 months (beginning and few times in the middle of cropping season)","No","No","No","No","No","No","No","No","No",,"No","No","Yes","No","No",
"99-30-86-99","Others ➡️ Specify","Moderate infestation - moderate number of pests present","Low (&lt;25% plants damaged)","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No",,0,0,0,0,0,0,1,0,0,"",,"Others, specify","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No",
"43-03-84-96","Prosopis","Moderate infestation - moderate number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No",,0,0,0,0,0,0,1,0,0,"",,"Every month of the cropping season","No","No","No","No","No","No","No",,"No","No","No","No","Yes","No","No",
"16-96-89-30","Fall army worm","Extremely infestation - overwhelming number of pests present","High (50-75% plants damaged)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes",,2,1,0,0,0,0,0,0,0,"",,"1-2 months (beginning and few times in the middle of cropping season)","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",
"16-96-89-30","Pathenium","Moderate infestation - moderate number of pests present","High (50-75% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,0,1,0,0,0,0,0,0,0,"",,"1-2 months (beginning and few times in the middle of cropping season)",,"Yes","No","No","No","No","No","No",,"No","No","No","No","No","No",
"16-96-89-30","Prosopis","Extremely infestation - overwhelming number of pests present","High (50-75% plants damaged)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes",,0,1,0,0,0,0,0,0,0,"",,"1-2 months (beginning and few times in the middle of cropping season)","Yes",,,"No","No","No","No","No","No","No","No","No","No","No","No",
"26-40-62-78","Pathenium","Severe infestation - large number of pests present","High (50-75% plants damaged)","No","No","No","No","No","No","No","No","No","No","Yes",,"No","No","No","No",,1,2,3,0,0,0,0,0,0,"",,"Only few days at the beginning of cropping season (less than a month)","Yes","No",,"No","No","No","No","No",,"No","No","No","No","No","No",
"45-82-95-63","Fall army worm","Extremely infestation - overwhelming number of pests present","Very high (&gt;75% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,1,0,0,0,0,0,0,0,0,"",,"1-2 months (beginning and few times in the middle of cropping season)","No","No","No","No","No","No","No",,"No","Yes","No","No","No","No","No",
"45-82-95-63","Pathenium","Severe infestation - large number of pests present","Very high (&gt;75% plants damaged)","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No",,0,0,0,0,0,0,1,0,2,"already practicing",,"1-2 months (beginning and few times in the middle of cropping season)","No","No","No","No","No","No","No","No",,"Yes","No","No","No","No",,
"19-12-89-41","Fall army worm","Extremely infestation - overwhelming number of pests present","Very high (&gt;75% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,0,0,0,0,0,0,0,1,0,"",,"1-2 months (beginning and few times in the middle of cropping season)","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",
"19-12-89-41","Prosopis","Extremely infestation - overwhelming number of pests present","Very high (&gt;75% plants damaged)","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No",,0,0,0,0,0,0,1,0,0,"",,"Every month of the cropping season","No","No","Yes","No","No","No","No",,"No","No","No","No","No","No","No",
"86-61-90-88","Fall army worm","Moderate infestation - moderate number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,1,2,0,0,0,0,0,0,0,"",,"1-2 months (beginning and few times in the middle of cropping season)","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",
"86-61-90-88","Pathenium","Not severe infestation - a small number of pests present","Low (&lt;25% plants damaged)","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No",,0,0,0,0,0,0,1,0,0,"",,"1-2 months (beginning and few times in the middle of cropping season)","No","No","No","No","No","No","No","No",,"Yes","No","No","No","No","No",
"86-61-90-88","Prosopis","Severe infestation - large number of pests present","High (50-75% plants damaged)","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No",,0,0,0,0,0,0,1,0,0,"",,"1-2 months (beginning and few times in the middle of cropping season)","No","No","No","No","No","No","No","No","No",,"No","No","Yes","No","No",
